Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity
m16,2019-07-19,AK.F.1.U.19,AK,F,U,1,19,347,4,76,338,3.5,NA,0,N,0.001,11.83,NA,2019,NA,1,1.431736064,9.01756416,11.83,0.121025871851226
m20,2019-07-19,AK.F.1.U.20,AK,F,U,1,20,384,4,74,384,4,NA,0,Y,0.001,15.36,NA,2019,NA,0,0,8.886022061,15.36,0
m4,2019-07-19,AK.F.2.U.16,AK,F,U,2,16,165,2,59,165,2,NA,1,N,0.001,3.3,NA,2019,NA,1,0.037393408,2.630662208,3.3,0.0113313357575758
m8,2019-07-19,AK.F.2.U.17,AK,F,U,2,17,255,3,57,255,3,NA,1,N,0.001,7.65,NA,2019,NA,1,0.5122177792,5.399338451,7.65,0.0669565724444444
m12,2019-07-19,AK.F.2.U.18,AK,F,U,2,18,260,3,74,260,3,NA,0,N,0.002,7.8,NA,2019,NA,1,0.2953539904,6.053777024,7.8,0.0378658962051282
m16,2019-07-19,AK.F.2.U.19,AK,F,U,2,19,244,3,62,244,3,NA,1,N,0,7.32,NA,2019,NA,0,0,6.521014848,7.32,0
m20,2019-07-19,AK.F.2.U.20,AK,F,U,2,20,419,4.5,110,419,4.5,NA,1,N,0,18.855,NA,2019,NA,1,1.009801792,14.03732356,18.855,0.0535561809599576
m4,2019-07-19,AK.F.3.U.16,AK,F,U,3,16,184,2.5,39,184,2.5,NA,1,Y,0,4.6,NA,2019,NA,1,0.223731232,0.774115456,4.6,0.0486372243478261
m8,2019-07-19,AK.F.3.U.17,AK,F,U,3,17,176,3,34,155,3,NA,1,N,0.001,4.65,NA,2019,NA,1,0.064539584,4.185724608,4.65,0.0138794804301075
m12,2019-07-19,AK.F.3.U.18,AK,F,U,3,18,304,4,73,246,4,NA,1,N,9.9999999999994e-4,9.84,NA,2019,NA,1,1.600545728,7.851501069,9.84,0.162657086178862
m16,2019-07-19,AK.F.3.U.19,AK,F,U,3,19,211,3.5,32,204,3.5,NA,0,N,0,7.14,NA,2019,NA,1,3.732689088,3.337056045,7.14,0.522785586554622
m20,2019-07-19,AK.F.3.U.20,AK,F,U,3,20,181,2,39,181,2,NA,1,N,0,3.62,NA,2019,NA,1,0.1871288384,2.257231501,3.62,0.051693049281768
m4,2019-07-19,AK.F.4.L.16,AK,F,L,4,16,670,4.5,179,589,4.5,NA,0,N,0.003,26.505,NA,2019,NA,0,0,23.13956222,26.505,0
m8,2019-07-19,AK.F.4.L.17,AK,F,L,4,17,284,3,74,269,3,NA,0,N,0.004,8.07,NA,2019,NA,0,0,7.399795891,8.07,0
m12,2019-07-19,AK.F.4.L.18,AK,F,L,4,18,392,4,111,392,4,NA,0,N,0.00600000000000001,15.68,NA,2019,NA,1,1.11198647,11.89516668,15.68,0.0709175044642857
m16,2019-07-19,AK.F.4.L.19,AK,F,L,4,19,211,2,66,211,2,NA,0,N,0.002,4.22,NA,2019,NA,0,0,4.903210624,4.903210624,0
m20,2019-07-19,AK.F.4.L.20,AK,F,L,4,20,434,4,105,434,4,NA,0,N,0.002,17.36,NA,2019,NA,1,0.600272064,15.80376659,17.36,0.0345778838709677
m4,2019-07-19,AK.F.5.L.16,AK,F,L,5,16,228,3,70,206,3,NA,0,N,0.001,6.18,NA,2019,NA,1,0.280091008,2.793017914,6.18,0.045322169579288
m8,2019-07-19,AK.F.5.L.17,AK,F,L,5,17,244,3,75,244,3,NA,0,N,0,7.32,NA,2019,NA,1,1.781184653,3.415546246,7.32,0.243331236748634
m12,2019-07-19,AK.F.5.L.18,AK,F,L,5,18,214,2.5,68,177,2,NA,1,N,0.001,3.54,NA,2019,NA,0,0,4.196331392,4.196331392,0
m16,2019-07-19,AK.F.5.L.19,AK,F,L,5,19,185,2,45,185,2,NA,0,N,0.001,3.7,NA,2019,NA,1,0.067416,4.146551418,4.213967418,0.0159982252620255
m20,2019-07-19,AK.F.5.L.20,AK,F,L,5,20,234,4,74,183,3.5,NA,0,N,0.001,6.405,NA,2019,NA,0,0,6.174083123,6.405,0
m4,2019-07-19,AK.F.6.L.16,AK,F,L,6,16,222,3,73,196,3,NA,1,N,0.001,5.88,NA,2019,NA,1,1.693849472,4.10428608,5.88,0.288069638095238
m8,2019-07-19,AK.F.6.L.17,AK,F,L,6,17,351,3,100,351,3,NA,1,N,0.002,10.53,NA,2019,NA,1,0.8896035584,9.656092557,10.5456961154,0.0843570257160077
m12,2019-07-19,AK.F.6.L.18,AK,F,L,6,18,349,3.5,102,349,3.5,NA,0,N,0.001,12.215,NA,2019,NA,0,0,11.10134778,12.215,0
m16,2019-07-19,AK.F.6.L.19,AK,F,L,6,19,289,3.5,73,255,3.5,NA,0,N,0.001,8.925,NA,2019,NA,0,0,7.899788902,8.925,0
m20,2019-07-19,AK.F.6.L.20,AK,F,L,6,20,258,4,82,214,3.5,NA,1,N,0.001,7.49,NA,2019,NA,1,0.9491094144,5.549001971,7.49,0.126716877757009
m4,2019-07-29,BC.A.1.U.16,BC,A,U,1,16,839,4,179,329,3,0,0,n,0.00619999999999998,9.87,trace diatoms; weight = all diatoms,2019,NA,1,6.573401574,4.202533664,10.775935238,0.610007524063407
m8,2019-07-29,BC.A.1.U.17,BC,A,U,1,17,604,4,162,500,4,0,1,y,0,20,no epiphytes,2019,NA,0,0,16.38253744,20,0
m12,2019-07-29,BC.A.1.U.18,BC,A,U,1,18,738,4,125,664,4,0,0,n,0,26.56,"trace diatoms, no larger epis",2019,NA,0,0,22.96345365,26.56,0
m16,2019-07-29,BC.A.1.U.19,BC,A,U,1,19,522,3,120,321,3,0,0,n,0,9.63,"trace diatoms, no larger epis",2019,NA,1,0.618788992,8.114890886,9.63,0.0642563854620976
m20,2019-07-29,BC.A.1.U.20,BC,A,U,1,20,307,3,72,244,3,0,0,n,0,7.32,"trace diatoms, no larger epis",2019,NA,0,0,7.695059994,7.695059994,0
m4,2019-07-29,BC.A.2.U.16,BC,A,U,2,16,479,3,118,331,3,0,0,n,NA,9.93,NA,2019,NA,0,0,8.767963162,9.93,0
m8,2019-07-29,BC.A.2.U.17,BC,A,U,2,17,560,4,180,501,4,0,0,n,0,20.04,trace diatoms,2019,NA,0,0,15.81036436,20.04,0
m12,2019-07-29,BC.A.2.U.18,BC,A,U,2,18,404,3,87,321,3,0,0,n,NA,9.63,NA,2019,NA,0,0,7.988813978,9.63,0
m16,2019-07-29,BC.A.2.U.19,BC,A,U,2,19,287,2,56,264,3,0,0,y,0,7.92,"2nd blade scanned**data from blade 2, no blade 3. Possible disease",2019,NA,1,0.115775744,4.844190163,7.92,0.0146181494949495
m20,2019-07-29,BC.A.2.U.20,BC,A,U,2,20,572,4,138,442,4,0,0,n,0,17.68,"trace diatoms, 2nd blade used no blade 3",2019,NA,0,0,17.93429196,17.93429196,0
m4,2019-07-29,BC.A.3.U.16,BC,A,U,3,16,320,4,107,242,3,1,0,n,0,7.26,"trace diatoms, 2nd blade used no blade 3",2019,NA,1,4.310309376,0.943464448,7.26,0.593706525619835
m8,2019-07-29,BC.A.3.U.17,BC,A,U,3,17,456,3,95,225,4,1,1,y,0,9,"trace diatoms, 2nd blade used no blade 3",2019,NA,1,0.438293888,6.817825024,9,0.0486993208888889
m12,2019-07-29,BC.A.3.U.18,BC,A,U,3,18,636,3,134,530,3,0,0,n,0,15.9,trace diatoms,2019,NA,1,0.227236864,16.04434283,16.271579694,0.0139652614112071
m16,2019-07-29,BC.A.3.U.19,BC,A,U,3,19,1082,4,106,737,4,1,0,n,0,29.48,trace diatoms,2019,NA,1,0.3080102208,22.70101665,29.48,0.0104481078968792
m20,2019-07-29,BC.A.3.U.20,BC,A,U,3,20,666,3,140,265,3,1,0,y,0,7.95,trace diatoms,2019,NA,1,3.91372352,5.028802138,8.942525658,0.437653037819218
m4,2019-07-30,BC.A.4.L.16,BC,A,L,4,16,1001,4,192,570,4,1,0,n,0,22.8,trace diatoms,2019,NA,1,3.591385152,16.59772931,22.8,0.157516892631579
m8,2019-07-30,BC.A.4.L.17,BC,A,L,4,17,1054,5,151,675,5,0,0,n,0,33.75,trace diatoms,2019,NA,0,0,30.60449096,33.75,0
m12,2019-07-30,BC.A.4.L.18,BC,A,L,4,18,856,3,165,544,3,1,0,n,0,16.32,trace diatoms,2019,NA,1,7.354995712,10.93926173,18.294257442,0.402038494063956
m16,2019-07-30,BC.A.4.L.19,BC,A,L,4,19,771,4,150,563,4,0,0,n,0,22.52,trace diatoms,2019,NA,1,0.120809472,19.25886355,22.52,0.00536454138543517
m20,2019-07-30,BC.A.4.L.20,BC,A,L,4,20,884,4,210,654,4,1,0,n,0,26.16,trace diatoms,2019,NA,1,6.149292013,20.23285396,26.382145973,0.233085360807771
m4,2019-07-30,BC.A.5.L.16,BC,A,L,5,16,691,4,142,385,4,1,0,n,0,15.4,trace diatoms,2019,NA,0,0,13.25689797,15.4,0
m8,2019-07-30,BC.A.5.L.17,BC,A,L,5,17,572,4,140,333,4,1,0,y,0,13.32,trace diatoms,2019,NA,1,0.190382784,10.85807489,13.32,0.0142930018018018
m12,2019-07-30,BC.A.5.L.18,BC,A,L,5,18,959,3,225,595,3,0,0,n,0,17.85,trace diatoms,2019,NA,0,0,18.75951773,18.75951773,0
m16,2019-07-30,BC.A.5.L.19,BC,A,L,5,19,1135,5,257,681,5,0,0,n,0,34.05,trace diatoms,2019,NA,0,0,30.60506624,34.05,0
m20,2019-07-30,BC.A.5.L.20,BC,A,L,5,20,866,3,185,606,3,1,0,n,0,18.18,trace diatoms,2019,NA,1,1.70922032,17.29612312,19.00534344,0.0899336718326622
m4,2019-07-30,BC.A.6.L.16,BC,A,L,6,16,1032,4,265,960,4,0,0,n,0,38.4,trace diatoms,2019,NA,0,0,35.08646844,38.4,0
m8,2019-07-30,BC.A.6.L.17,BC,A,L,6,17,624,4,134,493,4,0,0,n,0,19.72,trace diatoms,2019,NA,0,0,15.96542116,19.72,0
m12,2019-07-30,BC.A.6.L.18,BC,A,L,6,18,1500,5,398,831,4,0,0,n,0,33.24,trace diatoms,2019,NA,0,0,32.06606984,33.24,0
m16,2019-07-30,BC.A.6.L.19,BC,A,L,6,19,1165,4,250,746,4,0,0,n,0,29.84,trace diatoms,2019,NA,0,0,27.12879166,29.84,0
m20,2019-07-30,BC.A.6.L.20,BC,A,L,6,20,1000,5,162,780,4,0,0,n,0,31.2,trace diatoms,2019,NA,0,0,26.62863685,31.2,0
m4,2019-07-31,BC.B.1.U.16,BC,B,U,1,16,1378,7,295,207,6,0,0,y,0,12.42,no epiphytes,2019,NA,0,0,NA,12.42,0
m8,2019-07-31,BC.B.1.U.17,BC,B,U,1,17,1185,7,221,978,7,1,0,n,0,68.46,trace diatoms,2019,NA,1,8.335116486,8.204509222,68.46,0.121751628483786
m12,2019-07-31,BC.B.1.U.18,BC,B,U,1,18,NA,NA,NA,1196,7,0,0,n,NA,83.72,no full shoot collected. just one blade collected,2019,NA,0,0,NA,83.72,0
m16,2019-07-31,BC.B.1.U.19,BC,B,U,1,19,1249,8,260,690,7,0,0,y,0,48.3,no epiphytes,2019,NA,0,0,NA,48.3,0
m20,2019-07-31,BC.B.1.U.20,BC,B,U,1,20,1119,8,232,896,7,0,0,n,0.0258,62.72,NA,2019,NA,0,0,NA,62.72,0
m4,2019-07-31,BC.B.2.U.16,BC,B,U,2,16,1278,6,235,553,6,0,0,y,0,33.18,trace diatoms,2019,NA,0,0,NA,33.18,0
m8,2019-07-31,BC.B.2.U.17,BC,B,U,2,17,1199,7,261,415,7,0,0,y,0,29.05,clean!,2019,NA,0,0,NA,29.05,0
m12,2019-07-31,BC.B.2.U.18,BC,B,U,2,18,1134,7,215,930,7,0,0,n,0,65.1,trace diatoms,2019,NA,0,0,NA,65.1,0
m16,2019-07-31,BC.B.2.U.19,BC,B,U,2,19,1125,8,190,897,7,0,0,n,0,62.79,clean!,2019,NA,0,0,NA,62.79,0
m20,2019-07-31,BC.B.2.U.20,BC,B,U,2,20,1093,6,220,881,6,0,0,n,0,52.86,trace diatoms,2019,NA,0,0,NA,52.86,0
m4,2019-07-31,BC.B.3.U.16,BC,B,U,3,16,1224,5,205,996,6,0,0,n,0,59.76,trace diatoms,2019,NA,0,0,NA,59.76,0
m8,2019-07-31,BC.B.3.U.17,BC,B,U,3,17,1345,8,266,1099,8,0,1,n,0,87.92,trace diatoms,2019,NA,0,0,NA,87.92,0
m12,2019-07-31,BC.B.3.U.18,BC,B,U,3,18,1282,6,216,1068,7,0,0,y,0,74.76,trace diatoms,2019,NA,0,0,NA,74.76,0
m16,2019-07-31,BC.B.3.U.19,BC,B,U,3,19,1251,8,208,971,8,0,0,n,0.0113999999999999,77.68,trace diatoms,2019,NA,0,0,NA,77.68,0
m20,2019-07-31,BC.B.3.U.20,BC,B,U,3,20,1042,7,200,840,7,0,0,n,0,58.8,trace diatoms,2019,NA,0,0,NA,58.8,0
m4,2019-07-31,BC.B.4.L.16,BC,B,L,4,16,1692,5,160,1265,5,0,0,n,0,63.25,trace diatoms,2019,NA,0,0,NA,63.25,0
m8,2019-07-31,BC.B.4.L.17,BC,B,L,4,17,1243,8,278,913,7,0,0,y,0,63.91,trace diatoms,2019,NA,0,0,NA,63.91,0
m12,2019-07-31,BC.B.4.L.18,BC,B,L,4,18,1138,8,247,893,6,1,1,y,NA,53.58,unknown grazing scar,2019,NA,0,0,NA,53.58,0
m16,2019-07-31,BC.B.4.L.19,BC,B,L,4,19,1055,6,231,820,6,0,0,n,0,49.2,trace diatoms,2019,NA,0,0,NA,49.2,0
m20,2019-07-31,BC.B.4.L.20,BC,B,L,4,20,1096,7,244,790,7,0,0,y,0,55.3,trace diatoms,2019,NA,1,2.26697536,14.03379996,55.3,0.0409941294755877
m4,2019-07-31,BC.B.5.L.16,BC,B,L,5,16,1345,6,252,927,6,1,0,n,0,55.62,trace diatoms,2019,NA,1,4.719335731,20.61468021,55.62,0.0848496176015822
m8,2019-07-31,BC.B.5.L.17,BC,B,L,5,17,1388,7,260,1092,7,0,0,n,0,76.44,trace diatoms,2019,NA,0,0,NA,76.44,0
m12,2019-07-31,BC.B.5.L.18,BC,B,L,5,18,914,7,192,540,6,0,0,y,0,32.4,trace diatoms,2019,NA,0,0,NA,32.4,0
m16,2019-07-31,BC.B.5.L.19,BC,B,L,5,19,1505,7,313,612,7,0,0,y,0,42.84,trace diatoms,2019,NA,0,0,NA,42.84,0
m20,2019-07-31,BC.B.5.L.20,BC,B,L,5,20,1444,6,280,1186,5,1,1,n,0,59.3,trace diatoms,2019,NA,0,0,NA,59.3,0
m4,2019-07-31,BC.B.6.L.16,BC,B,L,6,16,720,8,245,515,7,0,0,y,0,36.05,trace diatoms,2019,NA,0,0,22.50655295,36.05,0
m8,2019-07-31,BC.B.6.L.17,BC,B,L,6,17,1535,6,264,482,6,0,0,y,0,28.92,trace diatoms,2019,NA,0,0,NA,28.92,0
m12,2019-07-31,BC.B.6.L.18,BC,B,L,6,18,1105,6,270,855,6,0,0,y,0,51.3,trace diatoms,2019,NA,0,0,NA,51.3,0
m16,2019-07-31,BC.B.6.L.19,BC,B,L,6,19,1092,8,240,851,8,0,0,n,0,68.08,"NO third blade, used second blade, rank blade length == 2",2019,NA,0,0,NA,68.08,0
m20,2019-07-31,BC.B.6.L.20,BC,B,L,6,20,1676,8,291,992,8,0,1,y,0,79.36,trace diatoms,2019,NA,0,0,NA,79.36,0
m4,2019-08-01,BC.C.1.U.16,BC,C,U,1,16,452,5,77,365,5,0,0,n,0,18.25,no epiphytes,2019,NA,0,0,NA,18.25,0
m8,2019-08-01,BC.C.1.U.17,BC,C,U,1,17,317,4,50,242,4,0,0,n,0,9.68,no epiphytes,2019,NA,0,0,NA,9.68,0
m12,2019-08-01,BC.C.1.U.18,BC,C,U,1,18,403,5,66,234,5,0,0,y,0,11.7,no epiphytes,2019,NA,0,0,NA,11.7,0
m16,2019-08-01,BC.C.1.U.19,BC,C,U,1,19,239,4,53,176,3,0,0,n,0,5.28,no epiphytes,2019,NA,0,0,NA,5.28,0
m20,2019-08-01,BC.C.1.U.20,BC,C,U,1,20,293,5,67,226,4,0,0,n,0,9.04,no epiphytes,2019,NA,0,0,NA,9.04,0
m4,2019-08-01,BC.C.2.U.16,BC,C,U,2,16,385,5,75,315,5,0,0,n,0,15.75,trace diatoms,2019,NA,0,0,NA,15.75,0
m8,2019-08-01,BC.C.2.U.17,BC,C,U,2,17,283,3,63,224,3,0,0,n,0,6.72,trace diatoms,2019,NA,0,0,NA,6.72,0
m12,2019-08-01,BC.C.2.U.18,BC,C,U,2,18,335,4,75,274,4,0,0,n,0,10.96,trace diatoms,2019,NA,0,0,NA,10.96,0
m16,2019-08-01,BC.C.2.U.19,BC,C,U,2,19,295,5,59,238,5,0,0,n,0,11.9,trace diatoms,2019,NA,0,0,NA,11.9,0
m20,2019-08-01,BC.C.2.U.20,BC,C,U,2,20,352,5,75,273,5,0,0,n,0,13.65,trace diatoms,2019,NA,0,0,NA,13.65,0
m4,2019-08-01,BC.C.3.U.16,BC,C,U,3,16,211,4,43,172,3,0,0,n,0,5.16,no epiphytes,2019,NA,0,0,NA,5.16,0
m8,2019-08-01,BC.C.3.U.17,BC,C,U,3,17,415,4,64,272,4,0,1,n,0,10.88,no epiphytes,2019,NA,0,0,NA,10.88,0
m12,2019-08-01,BC.C.3.U.18,BC,C,U,3,18,311,5,66,243,4,0,0,n,0,9.72,no epiphytes,2019,NA,0,0,NA,9.72,0
m16,2019-08-01,BC.C.3.U.19,BC,C,U,3,19,606,4,111,360,5,1,0,y,0,18,trace diatoms,2019,NA,1,1.253200518,2.153374906,18,0.069622251
m20,2019-08-01,BC.C.3.U.20,BC,C,U,3,20,414,5,82,328,5,0,0,n,0,16.4,no epiphytes,2019,NA,0,0,NA,16.4,0
m4,2019-08-01,BC.C.4.L.16,BC,C,L,4,16,785,6,145,650,6,0,1,y,0,39,no epiphytes,2019,NA,0,0,NA,39,0
m8,2019-08-01,BC.C.4.L.17,BC,C,L,4,17,701,5,138,564,5,0,0,n,0,28.2,no epiphytes,2019,NA,0,0,NA,28.2,0
m12,2019-08-01,BC.C.4.L.18,BC,C,L,4,18,825,5,176,540,5,1,1,y,0,27,no epiphytes,2019,NA,1,18.74808398,2.153608614,27,0.694373480740741
m16,2019-08-01,BC.C.4.L.19,BC,C,L,4,19,595,5,108,251,5,0,1,y,0,12.55,trace diatoms,2019,NA,0,0,NA,12.55,0
m20,2019-08-01,BC.C.4.L.20,BC,C,L,4,20,309,4,74,243,4,0,0,n,0,9.72,no epiphytes,2019,NA,0,0,NA,9.72,0
m4,2019-08-01,BC.C.5.L.16,BC,C,L,5,16,996,5,189,809,6,0,0,n,0,48.54,trace diatoms,2019,NA,0,0,NA,48.54,0
m8,2019-08-01,BC.C.5.L.17,BC,C,L,5,17,1004,5,192,810,5,0,1,y,0,40.5,trace diatoms,2019,NA,0,0,NA,40.5,0
m12,2019-08-01,BC.C.5.L.18,BC,C,L,5,18,830,6,171,592,5,0,1,y,0,29.6,trace diatoms,2019,NA,0,0,NA,29.6,0
m16,2019-08-01,BC.C.5.L.19,BC,C,L,5,19,758,5,146,340,6,1,0,y,0,20.4,trace diatoms,2019,NA,1,6.198496704,2.641143149,20.4,0.303847877647059
m20,2019-08-01,BC.C.5.L.20,BC,C,L,5,20,663,5,123,413,5,0,0,y,0,20.65,trace diatoms,2019,NA,0,0,NA,20.65,0
m4,2019-08-01,BC.C.6.L.16,BC,C,L,6,16,1035,6,198,736,6,0,1,y,0,44.16,trace diatoms,2019,NA,0,0,NA,44.16,0
m8,2019-08-01,BC.C.6.L.17,BC,C,L,6,17,576,6,165,315,6,0,0,y,0,18.9,trace diatoms,2019,NA,0,0,NA,18.9,0
m12,2019-08-01,BC.C.6.L.18,BC,C,L,6,18,681,7,155,675,6,0,1,y,0,40.5,trace diatoms,2019,NA,0,0,NA,40.5,0
m16,2019-08-01,BC.C.6.L.19,BC,C,L,6,19,986,6,194,415,6,0,0,y,0,24.9,trace diatoms,2019,NA,0,0,NA,24.9,0
m20,2019-08-01,BC.C.6.L.20,BC,C,L,6,20,1102,6,210,900,6,1,1,n,0,54,trace diatoms,2019,NA,1,5.219436608,4.552971021,54,0.0966562334814815
m4,2019-08-02,BC.D.1.U.16,BC,D,U,1,16,473,2,108,360,2,0,0,y,0,7.2,trace diatoms,2019,NA,0,0,NA,7.2,0
m8,2019-08-02,BC.D.1.U.17,BC,D,U,1,17,432,2,90,325,2,0,0,n,0,6.5,trace diatoms,2019,NA,0,0,NA,6.5,0
m12,2019-08-02,BC.D.1.U.18,BC,D,U,1,18,328,2,65,252,2,0,1,y,0,5.04,trace diatoms,2019,NA,0,0,NA,5.04,0
m16,2019-08-02,BC.D.1.U.19,BC,D,U,1,19,644,4,145,439,5,0,1,n,0,21.95,trace diatoms,2019,NA,0,0,NA,21.95,0
m20,2019-08-02,BC.D.1.U.20,BC,D,U,1,20,408,2,75,296,2,0,0,y,0,5.92,trace diatoms,2019,NA,0,0,NA,5.92,0
m4,2019-08-02,BC.D.2.U.16,BC,D,U,2,16,571,2,80,392,2,0,0,n,0,7.84,trace diatoms,2019,NA,0,0,NA,7.84,0
m8,2019-08-02,BC.D.2.U.17,BC,D,U,2,17,467,2,86,223,2,0,0,n,0,4.46,trace diatoms,2019,NA,0,0,NA,4.46,0
m12,2019-08-02,BC.D.2.U.18,BC,D,U,2,18,680,3,127,541,3,0,1,n,0,16.23,trace diatoms,2019,NA,0,0,NA,16.23,0
m16,2019-08-02,BC.D.2.U.19,BC,D,U,2,19,322,2,65,280,2,0,0,y,0,5.6,trace diatoms,2019,NA,0,0,NA,5.6,0
m20,2019-08-02,BC.D.2.U.20,BC,D,U,2,20,388,2,70,313,2,0,0,n,0,6.26,trace diatoms,2019,NA,0,0,NA,6.26,0
m4,2019-08-02,BC.D.3.U.16,BC,D,U,3,16,390,4,82,264,3,0,0,n,0,7.92,trace diatoms,2019,NA,0,0,NA,7.92,0
m8,2019-08-02,BC.D.3.U.17,BC,D,U,3,17,331,3,74,200,3,0,1,y,0,6,trace diatoms,2019,NA,0,0,NA,6,0
m12,2019-08-02,BC.D.3.U.18,BC,D,U,3,18,594,4,NA,326,4,0,0,y,0,13.04,trace diatoms,2019,NA,0,0,NA,13.04,0
m16,2019-08-02,BC.D.3.U.19,BC,D,U,3,19,235,3,48,189,2,0,0,n,0,3.78,trace diatoms,2019,NA,0,0,NA,3.78,0
m20,2019-08-02,BC.D.3.U.20,BC,D,U,3,20,327,3,102,144,2,0,0,n,0,2.88,trace diatoms,2019,NA,0,0,NA,2.88,0
m4,2019-08-02,BC.D.4.L.16,BC,D,L,4,16,873,5,185,787,5,0,0,n,0,39.35,trace diatoms,2019,NA,0,0,NA,39.35,0
m8,2019-08-02,BC.D.4.L.17,BC,D,L,4,17,826,5,150,655,5,0,0,n,0,32.75,trace diatoms,2019,NA,0,0,NA,32.75,0
m12,2019-08-02,BC.D.4.L.18,BC,D,L,4,18,537,5,100,400,5,0,0,y,0,20,trace diatoms,2019,NA,0,0,NA,20,0
m16,2019-08-02,BC.D.4.L.19,BC,D,L,4,19,508,4,131,299,4,0,0,n,0,11.96,trace diatoms,2019,NA,0,0,NA,11.96,0
m20,2019-08-02,BC.D.4.L.20,BC,D,L,4,20,475,4,114,361,4,0,0,n,0.0511999999999999,14.44,diatoms,2019,NA,0,0,NA,14.44,0
m4,2019-08-02,BC.D.5.L.16,BC,D,L,5,16,806,6,139,663,6,0,0,n,0,39.78,trace diatoms,2019,NA,0,0,NA,39.78,0
m8,2019-08-02,BC.D.5.L.17,BC,D,L,5,17,879,5,180,694,5,0,0,n,0,34.7,trace diatoms,2019,NA,0,0,NA,34.7,0
m12,2019-08-02,BC.D.5.L.18,BC,D,L,5,18,1141,5,179,956,6,0,1,n,0,57.36,trace diatoms,2019,NA,0,0,NA,57.36,0
m16,2019-08-02,BC.D.5.L.19,BC,D,L,5,19,801,5,148,624,5,1,0,y,0.00840000000000019,31.2,diatoms,2019,NA,1,2.355407174,7.279022374,31.2,0.0754938196794872
m20,2019-08-02,BC.D.5.L.20,BC,D,L,5,20,365,4,67,278,3,0,0,y,0,8.34,trace diatoms,2019,NA,0,0,NA,8.34,0
m4,2019-08-02,BC.D.6.L.16,BC,D,L,6,16,921,5,192,726,5,0,1,n,0,36.3,trace diatoms,2019,NA,0,0,NA,36.3,0
m8,2019-08-02,BC.D.6.L.17,BC,D,L,6,17,760,5,137,626,5,0,0,y,0.0203,31.3,diatoms,2019,NA,0,0,NA,31.3,0
m12,2019-08-02,BC.D.6.L.18,BC,D,L,6,18,520,6,104,394,6,0,0,n,0,23.64,trace diatoms,2019,NA,0,0,NA,23.64,0
m16,2019-08-02,BC.D.6.L.19,BC,D,L,6,19,867,5,161,618,5,0,1,y,0,30.9,trace diatoms,2019,NA,0,0,NA,30.9,0
m20,2019-08-02,BC.D.6.L.20,BC,D,L,6,20,902,6,195,713,5,0,0,n,0,35.65,trace diatoms,2019,NA,0,0,NA,35.65,0
m4,2019-08-03,BC.E.1.U.16,BC,E,U,1,16,266,3,44,227,2,0,0,y,0,4.54,trace diatoms,2019,NA,0,0,NA,4.54,0
m8,2019-08-03,BC.E.1.U.17,BC,E,U,1,17,241,2,57,168,2,1,0,n,0,3.36,trace diatoms,2019,NA,1,0.241259392,0.349844096,3.36,0.0718033904761905
m12,2019-08-03,BC.E.1.U.18,BC,E,U,1,18,148,1,34,116,1,0,0,n,0,1.16,trace diatoms,2019,NA,0,0,NA,1.16,0
m16,2019-08-03,BC.E.1.U.19,BC,E,U,1,19,150,1,35,118,1,0,0,n,0,1.18,trace diatoms,2019,NA,0,0,NA,1.18,0
m20,2019-08-03,BC.E.1.U.20,BC,E,U,1,20,132,2,28,104,2,0,0,n,0,2.08,trace diatoms,2019,NA,0,0,NA,2.08,0
m4,2019-08-03,BC.E.2.U.16,BC,E,U,2,16,214,3,40,138,2,0,0,n,0,2.76,trace diatoms,2019,NA,0,0,NA,2.76,0
m8,2019-08-03,BC.E.2.U.17,BC,E,U,2,17,423,2,72,319,2,0,0,n,0,6.38,trace diatoms,2019,NA,0,0,NA,6.38,0
m12,2019-08-03,BC.E.2.U.18,BC,E,U,2,18,192,2,50,143,2,1,0,n,0,2.86,trace diatoms,2019,NA,1,0.220585152,0.63281152,2.86,0.0771276755244755
m16,2019-08-03,BC.E.2.U.19,BC,E,U,2,19,217,2,39,55,2,1,0,y,0,1.1,trace diatoms,2019,NA,0,0,1.56097703,1.565651206,0
m20,2019-08-03,BC.E.2.U.20,BC,E,U,2,20,217,2,52,134,2,0,0,n,0,2.68,trace diatoms,2019,NA,0,0,NA,2.68,0
m4,2019-08-03,BC.E.3.U.16,BC,E,U,3,16,200,2,44,126,2,0,0,n,0,2.52,trace diatoms,2019,NA,0,0,NA,2.52,0
m8,2019-08-03,BC.E.3.U.17,BC,E,U,3,17,225,3,34,169,3,0,0,n,0,5.07,no epiphytes,2019,NA,0,0,NA,5.07,0
m12,2019-08-03,BC.E.3.U.18,BC,E,U,3,18,230,2,42,171,2,0,0,n,0,3.42,trace diatoms,2019,NA,0,0,NA,3.42,0
m16,2019-08-03,BC.E.3.U.19,BC,E,U,3,19,305,3,65,144,3,0,0,y,0,4.32,no epiphytes,2019,NA,0,0,NA,4.32,0
m20,2019-08-03,BC.E.3.U.20,BC,E,U,3,20,203,2,49,156,2,0,0,n,0,3.12,trace diatoms,2019,NA,0,0,NA,3.12,0
